"Identification de la station","Nom de la station","Province/Territoire","Bassin","Latitude","Longitude","Agence d'exploitation","Calendrier d'opération","Mois de début","Mois de fin","Status"
"02LD002","PETITE NATION (RIVIERE DE LA) PRES DE COTE-SAINT-PIERRE","QC","02","45.82750","-75.07167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LD004","PETITE NATION (RIVIERE DE LA) A PORTAGE-DE-LA-NATION","QC","02","45.67139","-75.02056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LD005","PETITE NATION (RIVIERE DE LA) AU PONT À 1,6 KM EN AMONT DE RIPON","QC","02","45.79167","-75.09139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LD006","SUFFOLK (RUISSEAU) À 0,2 KM EN AMONT DU PONT-ROUTE À CHÉNÉVILLE","QC","02","45.88333","-75.02278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02LD007","SIMON (LAC)","QC","02","45.90583","-75.09250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LD008","BARRIERE (LAC) AU BARRAGE","QC","02","45.87722","-75.08444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LD011","SCRYER (LAC)","QC","02","45.84167","-75.21306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LD012","CHAPLEAU (LAC) AU BARRAGE CHAPLEAU À LA MINERVE","QC","02","46.21080","-74.94680","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02LE001","LIEVRE (RIVIERE DU) A MONT-LAURIER","QC","02","46.54222","-75.50194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE003","LIEVRE (RIVIERE DU) A FERME ROUGE","QC","02","46.42694","-75.42778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE006","KIAMIKA (RIVIERE) PRES DE LA RIVIERE DU LIEVRE","QC","02","46.41056","-75.39250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02LE008","MITCHINAMECUS (RIVIERE) AU BARRAGE MITCHINAMECUS","QC","02","47.21611","-75.17444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LE011","LIEVRE (RIVIERE DU) EN AVAL DE LA RIVIERE KIAMIKA","QC","02","46.36250","-75.44889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE013","MITCHINAMECUS (RIVIERE) À LA TÊTE DE LA CHUTE RASCAS","QC","02","47.18444","-75.14361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LE014","MITCHINAMECUS (RIVIERE) AU RESERVOIR MITCHINAMECUS","QC","02","47.21417","-75.17722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LE015","MITCHINAMECUS ET RUISSEAU RASCAS AUX SORTIES DU RESERVOIR MITCHINAMECU","QC","02","47.21417","-75.17722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE016","RASCAS (RUISSEAU) AU RESERVOIR MITCHINAMECUS","QC","02","47.20000","-75.13333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE017","KIAMIKA (RIVIERE) AU BARRAGE KIAMIKA","QC","02","46.63333","-75.13333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LE018","KIAMIKA (RIVIERE) EN AVAL DU BARRAGE KIAMIKA","QC","02","46.62222","-75.13194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LE019","ECORCES (LAC DES) À MONT-LAURIER","QC","02","46.50861","-75.39500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02LE020","ILES (LAC DES)","QC","02","46.48778","-75.54306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE021","LAC DES ILES (RIVIERE DU) AU LAC DES ILES","QC","02","46.40611","-75.52944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE022","ILES (LAC DES)","QC","02","46.40889","-75.53472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LE023","ILES (LAC DES) AU PONT","QC","02","46.40528","-75.53028","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LE024","LIEVRE (RIVIERE DU) À 2,2 KM EN AMONT DU PONT-ROUTE 311 À LAC-SAINT-PAUL","QC","02","46.78417","-75.31389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LE025","KIAMIKA (RIVIERE) A CHUTE-SAINT-PHILIPPE","QC","02","46.65111","-75.24222","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LF001","LIEVRE (RIVIERE DU)","QC","02","45.70833","-75.54472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LF002","LIEVRE (RIVIERE DU) AU LAC DU POISSON BLANC","QC","02","46.10139","-75.64861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LF003","LIEVRE (RIVIERE DU) AU BARRAGE DE MASSON","QC","02","45.54389","-75.42500","SOCIÉTÉ HYDROÉLECTRIQUE MACLAREN-QUEBEC","Continu",,,"Fermée"
"02LF004","LIEVRE (RIVIERE DU)","QC","02","46.08778","-75.62306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LF016","LIEVRE (RIVIERE DU) EN AVAL DE LA CENTRALE DE BUCKINGHAM","QC","02","45.58972","-75.42306","SOCIÉTÉ HYDROÉLECTRIQUE MACLAREN-QUEBEC","Continu","JAN","DEC","Fermée"
"02LG002","GENS DE TERRE (RIVIERE) AU BARRAGE CABONGA","QC","02","47.30444","-76.46694","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02LG003","GENS DE TERRE (RIVIERE) AU RESERVOIR CABONGA","QC","02","47.31194","-76.46917","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02LG005","GATINEAU (RIVIERE) AUX RAPIDES CEIZUR","QC","02","47.08361","-75.75361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02LG006","GATINEAU (RIVIERE) EN AVAL DU BARRAGE MERCIER","QC","02","46.71139","-75.98250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LG007","GATINEAU (RIVIERE) AU RESERVOIR BASKATONG","QC","02","46.71778","-75.98417","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02LH001","GATINEAU (RIVIERE) A MANIWAKI","QC","02","46.38278","-75.96611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LH002","DESERT (RIVIERE) EN AMONT DE LA RIVIERE DE L'AIGLE","QC","02","46.47361","-76.04306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","APR","OCT","Fermée"
"02LH003","KAZABAZUA (RIVIERE) PRES DE KAZABAZUA","QC","02","45.94333","-76.05583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LH004","PICANOC (RIVIERE) PRES DE WRIGHT","QC","02","46.07750","-76.06944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LH006","GATINEAU (RIVIERE) A ALCOVE","QC","02","45.64528","-75.91944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Divers",,,"Fermée"
"02LH007","GATINEAU (RIVIERE) A BOUCHETTE","QC","02","46.21139","-75.94028","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LH008","GATINEAU (RIVIERE) EN AMONT DES RAPIDES TETE DES SIX","QC","02","46.33694","-75.94694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02LH009","GATINEAU (RIVIERE) A LA CENTRALE DE PAUGAN-FALLS","QC","02","45.80944","-75.93194","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02LH011","LAPECHE (RIVIERE) A SAINT-LOUIS-DE-MASHAM","QC","02","45.65750","-76.14028",,"Continu",,,"Fermée"
"02LH012","MEACH (RUISSEAU) SUR LE CHEMIN DES PINS","QC","02","45.57083","-75.88750",,"Continu",,,"Fermée"
"02LH013","MEACH (RUISSEAU) EN AVAL DU LAC CARMAN","QC","02","45.59861","-75.92000",,"Continu",,,"Fermée"
"02LH019","TRENTE ET UN MILLES (LAC DES) A PONT-COMFORT","QC","02","46.08694","-75.84889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02LH029","TRENTE ET UN MILLES (LAC DES) AU BARRAGE","QC","02","46.27611","-75.80389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02LH030","GATINEAU (RIVIERE) A LA CENTRALE DES RAPIDES FARMERS","QC","02","45.49917","-75.76417","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02LH032","PICANOC (RIVIÈRE) SUR LE CHEMIN DU CAYAMAN À GRACEFIELD","QC","02","46.07794","-76.06941","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02LH033","DÉSERT (RIVIÈRE) SUR LE CHEMIN LYTTON EN AMONT DE LA CHUTE ROUGE","QC","02","46.58990","-76.04140","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02MC005","SAINT-LAURENT (FLEUVE) A POINTE-DES-CASCADES","QC","02","45.33444","-73.96211","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02MC007","SAINT-LOUIS (RIVIERE) PRES DE SAINT-LOUIS-DE-GONZAGUE","QC","02","45.22361","-73.97639",,"Continu",,,"Fermée"
"02MC010","SAINT-LAURENT (FLEUVE) - CENTRALE DE BEAUHARNOIS","QC","02","45.30000","-73.90833","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02MC016","SAINT-LAURENT (FLEUVE) A COTEAU-LANDING","QC","02","45.25306","-74.21139","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02MC017","SAINT-LAURENT (FLEUVE) A COTEAU-DU-LAC","QC","02","45.29639","-74.16667","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02MC018","SAINT-LAURENT (FLEUVE) - CENTRALE DES CEDRES","QC","02","45.30833","-74.06944","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02MC019","SAINT-LAURENT (FLEUVE) EN AMONT DE L'ECLUSE A BEAUHARNOIS","QC","02","45.29972","-73.93056","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02MC020","SAINT-LAURENT (FLEUVE) EN AVAL DE L'ECLUSE A BEAUHARNOIS","QC","02","45.32028","-73.91611","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02MC021","SAINT-LAURENT (FLEUVE) - BARRAGES COTEAUX","QC","02","45.27250","-74.18167","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02MC024","SAINT-LAURENT (FLEUVE)(CHENAL BEAUHARNOIS) LAC SAINT FRANCOIS","QC","02","45.30000","-73.90833","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02MC025","SAINT-LAURENT (FLEUVE)(CHENAL BEAUHARNOIS) - LES CHENAUX","QC","02","45.30000","-73.90833","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02MC029","SAINT-LAURENT (FLEUVE) AU BARRAGE DE L'ILE","QC","02","45.29778","-74.06667","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NA001","SAINT-MAURICE (RIVIERE) EN AVAL DU BARRAGE GOUIN","QC","02","48.33611","-74.05861","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NA003","SAINT-MAURICE (RIVIERE) AU RESERVOIR GOUIN","QC","02","48.35417","-74.10139","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NB001","MANOUANE (RIVIERE) AU RESERVOIR CHATEAUVERT","QC","02","47.75861","-73.89361","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NB002","MANOUANE (RIVIERE) EN AVAL DU BARRAGE MANOUANE","QC","02","47.63222","-74.00333","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NB003","MANOUANE (RIVIERE) AU RESERVOIR KEMPT","QC","02","47.55000","-74.18333","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NB004","SINCENNES (LAC) AU RESERVOIR SINCENNES","QC","02","47.53694","-73.88806","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NB005","MONDONAC (RIVIERE) AU RESEVOIR MONDONAC","QC","02","47.45222","-73.93278","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NB006","MANOUANE (RIVIERE) AU RESERVOIR MANOUANE","QC","02","47.63444","-74.00000","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NC001","SAINT-MAURICE (RIVIERE) PRES DE SANMAUR","QC","02","47.89694","-73.77611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02NC002","SAINT-MAURICE (RIVIERE) A LA CENTRALE DU RAPIDE BLANC","QC","02","47.79639","-72.96833","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NC003","SAINT-MAURICE (RIVIERE) A LA CENTRALE TRENCHE","QC","02","47.75389","-72.87917","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02ND001","VERMILLON (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE","QC","02","47.65556","-72.96278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02ND002","VERMILLON (RIVIERE) A VERMILLON","QC","02","47.67194","-73.00111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02ND003","VERMILLON (RIVIERE) EN AVAL DE LA RIVIERE DES PRAIRIES","QC","02","47.67639","-73.04278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02NE001","SAINT-MAURICE (RIVIERE) A FITZPATRICK","QC","02","47.47833","-72.77667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02NE002","SAINT-MAURICE (RIVIERE) A LA CENTRALE DE LA TUQUE","QC","02","47.44417","-72.79750","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NE003","SAINT-MAURICE (RIVIERE) EN AVAL DE LA RIVIERE VERMILLON","QC","02","47.61250","-72.91417","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02NE007","CROCHE (RIVIERE) A LA CROCHE","QC","02","47.58417","-72.74306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02NE009","CINCONSINE (RUISSEAU) AU RESERVOIR CINCONSINE","QC","02","47.37806","-73.02694","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Divers",,,"Fermée"
"02NE011","CROCHE (RIVIERE) À 2,6 KM EN AVAL DU RUISSEAU CHANGY","QC","02","47.76722","-72.73667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02NF001","MATAWIN (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE","QC","02","46.90111","-72.95167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02NF002","MATAWIN (RIVIERE) AU RESERVOIR MATAWIN","QC","02","46.86333","-73.65833","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NF003","MATAWIN (RIVIERE) A SAINT-MICHEL-DES-SAINTS","QC","02","46.68583","-73.91417","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02NF004","MATAWIN (RIVIERE) EN AMONT DE LA ROUTE NO. 131","QC","02","46.66583","-73.97611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02NF005","MATAWIN (RIVIERE) EN AVAL DU BARRAGE MATAWIN","QC","02","46.86472","-73.64972","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NG001","SAINT-MAURICE (RIVIERE) A LA CENTRALE DE GRANDE-MERE","QC","02","46.61583","-72.67944","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NG002","MEKINAK (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE","QC","02","46.89639","-72.72667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02NG004","SAINT-MAURICE (RIVIERE) EN AVAL DE LA RIVIERE MATAWIN","QC","02","46.89361","-72.93000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02NG005","SAINT-MAURICE (RIVIERE) A LA CENTRALE DE LA GABELLE","QC","02","46.44944","-72.74000","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NG006","SAINT-MAURICE (RIVIERE) A LA CENTRALE DE SHAWINIGAN","QC","02","46.53556","-72.76583","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02NG009","SHAWINIGAN (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE","QC","02","46.58000","-72.75250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02NG012","MEKINAC (RIVIERE) EN AVAL DE SAINT-JOSEPH-DE-MEKINAC","QC","02","46.90694","-72.71556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02NG014","SOURIS (LAC DES)","QC","02","46.58472","-72.98389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02NG017","PILES (LAC DES)","QC","02","46.64167","-72.78056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02NG019","PILES (LAC DES) À 50 MÈTRES EN AMONT DU BARRAGE","QC","02","46.65940","-72.77410","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA001","CHATEAUGUAY (RIVIERE) EN AVAL DE LA ROUTE NO. 205","QC","02","45.28611","-73.80278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA002","PRAIRIES (RIVIERE DES) A CARTIERVILLE","QC","02","45.53389","-73.73000","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA003","MILLE ILES (RIVIERE DES) A BOIS-DES-FILION","QC","02","45.66294","-73.75216","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OA004","PRAIRIES (RIVIERE DES) AU RAPIDE DU CHEVAL BLANC","QC","02","45.51833","-73.84250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA006","PRAIRIES (RIVIERE DES) A AHUNTSIC","QC","02","45.55694","-73.67611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA012","CHATEAUGUAY (RIVIERE) A CHATEAUGUAY-CENTRE","QC","02","45.36167","-73.74806","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA013","OUTAOUAIS (RIVIERE DES) A SAINTE-ANNE-DE-BELLEVUE","QC","02","45.40465","-73.95664","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OA015","MILLE ILES (RIVIERE DES) A LAVAL OUEST","QC","02","45.54083","-73.88139",,"Continu",,,"Fermée"
"02OA016","SAINT-LAURENT (FLEUVE) A LASALLE","QC","02","45.41501","-73.62316","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OA017","SAINT-LAURENT (FLEUVE) AU PONT MERCIER","QC","02","45.42028","-73.65194","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA018","PRAIRIES (RIVIERE DES) AUX RAPIDES DU CHEVAL BLANC","QC","02","45.51972","-73.83472","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA019","PRAIRIES (RIVIERE DES) A ROXBORO","QC","02","45.51556","-73.81361","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA020","PRAIRIES (RIVIERE DES) A DUVERNAY EST","QC","02","45.65250","-73.60083","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA021","DEUX MONTAGNES (LAC DES) AU QUAI DE VAUDREUIL","QC","02","45.40000","-74.02333","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA024","RIVE SUD (CANAL DE LA) A COTE-SAINTE-CATHERINE","QC","02","45.40611","-73.57639","ADM. DE LA VOIE MARITIME DU SAINT-LAURENT","Continu",,,"Fermée"
"02OA025","BELLE RIVIERE (RIVIERE) A SAINTE-SCHOLASTIQUE","QC","02","45.65194","-74.09222","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA026","BELLE RIVIERE (RIVIERE) AU BARRAGE PRES DE SAINTE-SCHOLASTIQUE","QC","02","45.64000","-74.09917","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA028","CHENE (RIVIERE DU) AU SUD DU VILLAGE DE BELLE-RIVIERE","QC","02","45.61333","-74.10472","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA030","MASCOUCHE (RIVIERE) PRES DE SAINT-JANVIER","QC","02","45.69167","-73.93806","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA031","CHICOT (RIVIERE DU) PRES DE SAINTE-MONIQUE","QC","02","45.65528","-73.96694",,"Divers",,,"Fermée"
"02OA032","CHIENS (RIVIERE AUX) PRES DE BOISBRIAND","QC","02","45.63778","-73.91417","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OA033","OUTAOUAIS (RIVIERE DES) A LA MARINA DE SAINTE-ANNE-DE-BELLEVUE","QC","02","45.40225","-73.94792","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OA034","CHATEAUGUAY (RIVIERE) A SAINTE-MARTINE","QC","02","45.25333","-73.80028","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA035","MILLE ILES (RIVIERE DES) EN AVAL DU LAC DES DEUX MONTAGNES","QC","02","45.54167","-73.87306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA036","PRAIRIES (RIVIERE DES) A CARTIERVILLE","QC","02","45.50889","-73.79361","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA038","PRAIRIES (RIVIERE DES) A PONT VIAU","QC","02","45.55861","-73.67667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA039","SAINT-LOUIS (LAC) A POINTE-CLAIRE","QC","02","45.42768","-73.82068","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OA040","SAINT-LAURENT (FLEUVE) A LACHINE","QC","02","45.43111","-73.67111","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OA041","SAINT-LAURENT (FLEUVE) A LA PRAIRIE","QC","02","45.46486","-73.50586","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OA043","SAINT-LAURENT (FLEUVE) EN AMONT DE L'ECLUSE A COTE-SAINTE-CATHERINE","QC","02","45.40833","-73.57472","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OA044","SAINT-LAURENT (FLEUVE) EN AMONT DE L'ECLUSE A SAINT-LAMBERT","QC","02","45.48778","-73.50889","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OA045","SAINT-LAURENT (FLEUVE) EN AVAL DE L'ECLUSE A SAINT-LAMBERT","QC","02","45.50389","-73.52111","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OA046","SAINT-LAURENT (FLEUVE) A MONTREAL (JETEE NO. 1)","QC","02","45.50472","-73.55139","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu",,,"Fermée"
"02OA047","SAINT-LAURENT (FLEUVE) AU QUAI DE LA RUE FRONTENAC (MONTREAL)","QC","02","45.52861","-73.54278","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu",,,"Fermée"
"02OA048","SAINT-LAURENT (FLEUVE) A LONGUE-POINTE","QC","02","45.58278","-73.50722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OA049","SAINT-LAURENT (FLEUVE) A POINTE-AUX-TREMBLES","QC","02","45.63222","-73.49111","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OA050","SAINT-LAURENT (FLEUVE) A VARENNES","QC","02","45.68472","-73.44389","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu",,,"Fermée"
"02OA054","CHATEAUGUAY (RIVIERE) À 2 KM EN AMONT DU PONT-ROUTE 132","QC","02","45.33194","-73.76194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OA055","NORTON (RUISSEAU) EN AVAL DU BARRAGE DE SAINTE-CLOTHILDE","QC","02","45.14944","-73.70639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OA056","NORTON (RUISSEAU) PRES DU BARRAGE DE SAINTE-CLOTHILDE","QC","02","45.15750","-73.71917","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
